food_category	restaurant	item_name	item_description	calories	total_fat	saturated_fat	trans_fat	cholesterol	sodium	carbohydrates	dietary_fiber	sugar	protein	health_score	reasoning	food_type	protein_type	
Salads	Panera Bread	Caesar Salad with Chicken - Half	"Caesar Salad with Chicken - Half, Salads"	220	14	3.5	0	55	530	11	2	2	15	8.9	Low: dietary fiber	Salads	Chicken	
Salads	Panera Bread	Caesar Salad- Whole	"Caesar Salad- Whole, Salads"	330	25	6	0.5	45	640	18	4	3	10	7.1	"Low: dietary fiber, protein"	Salads	Veggie	
Salads	Panera Bread	Greek Salad- Half	"Greek Salad- Half, Salads"	200	18	4.5	0	15	540	8	2	3	4	7.6	"Low: dietary fiber, protein"	Salads	Veggie	
Salads	Panera Bread	Caesar Salad- Half	"Caesar Salad- Half, Salads"	170	13	3	0	25	320	9	2	1	5	8.4	"Low: dietary fiber, protein"	Salads	Veggie	
Salads	Panera Bread	Greek Salad- Whole	"Greek Salad- Whole, Salads"	400	35	9	0.5	30	1080	16	5	7	8	5.7	"High: total fat, saturated fat, sodium | Low: dietary fiber, protein"	Salads	Veggie	
Salads	Panera Bread	Green Goddess Cobb Salad with Chicken - Whole	"Green Goddess Cobb Salad with Chicken - Whole, Salads"	500	29	6	0	275	1040	27	8	14	36	7.2	"High: total fat, cholesterol, sodium"	Salads	Chicken	
Soup	Panera Bread	Bistro French Onion - Bowl	"Bistro French Onion - Bowl, Soups"	310	13	6	0	20	1670	35	3	15	12	7.3	High: sodium | Low: dietary fiber	Soup	Unknown	
Soup	Panera Bread	Bistro French Onion - Cup	"Bistro French Onion - Cup, Soups"	190	8	4	0	15	1070	21	2	10	8	7.5	"High: sodium | Low: dietary fiber, protein"	Soup	Unknown	
Soup	Panera Bread	Turkey Chili with Beans - Bowl	"Turkey Chili with Beans - Bowl, Soups"	300	10	4.5	0	35	690	31	14	8	21	10	Balanced	Soup	Turkey	
Soup	Panera Bread	Turkey Chili with Beans - Cup	"Turkey Chili with Beans - Cup, Soups"	200	7	3	0	25	460	20	9	6	14	10	Balanced	Soup	Turkey	
Sandwiches	Panera Bread	Chipotle Chicken Avocado Melt on Black Pepper Focaccia - Whole	"Chipotle Chicken Avocado Melt on Black Pepper Focaccia - Whole, Sandwiches"	940	49	15	0.5	130	2020	80	7	5	46	5.4	"High: calories, total fat, saturated fat, cholesterol, sodium"	Sandwiches	Chicken	
Sandwiches	Panera Bread	Tuna Salad on Black Pepper Focaccia - Whole	"Tuna Salad on Black Pepper Focaccia - Whole, Sandwiches"	740	32	5	0	65	1710	77	5	6	35	7.3	"High: calories, total fat, sodium | Low: dietary fiber"	Sandwiches	Veggie	
Salads	Panera Bread	Asian Sesame with Chicken Salad - Whole	"Asian Sesame with Chicken Salad - Whole, Salads"	410	22	3	0	70	800	29	6	7	27	8.8	High: sodium | Low: dietary fiber	Salads	Chicken	
Sandwiches	Panera Bread	"Bacon, Egg & Cheese on Brioche"	"Bacon, Egg & Cheese on Brioche, Breakfast"	450	25	12	0	280	790	32	2	6	23	6.3	"High: saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Panera Bread	"Sausage, Egg & Cheese on Brioche"	"Sausage, Egg & Cheese on Brioche, Breakfast"	590	39	18	0	300	770	32	2	6	26	5.6	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Panera Bread	Egg & Cheese on Brioche	"Egg & Cheese on Brioche, Breakfast"	380	19	10	0	265	510	32	2	6	19	6.9	"High: saturated fat, cholesterol | Low: dietary fiber"	Sandwiches	Egg	
Soup	Panera Bread	Vegetarian Autumn Squash Soup -  Cup	"Vegetarian Autumn Squash Soup -  Cup, Soups"	210	11	5	0	35	800	27	3	22	5	6.6	"High: sodium, sugar | Low: dietary fiber, protein"	Soup	Veggie	
Sandwiches	Panera Bread	"Bacon, Scrambled Egg & Cheese on Brioche"	"Bacon, Scrambled Egg & Cheese on Brioche, Breakfast"	470	26	13	0	360	810	33	2	6	24	6.2	"High: saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Panera Bread	Scrambled Egg & Cheese on Brioche	"Scrambled Egg & Cheese on Brioche, Breakfast"	400	21	11	0	345	530	32	2	6	21	6.7	"High: saturated fat, cholesterol | Low: dietary fiber"	Sandwiches	Egg	
Sandwiches	Panera Bread	"Sausage, Scrambled Egg & Cheese on Brioche"	"Sausage, Scrambled Egg & Cheese on Brioche, Breakfast"	610	41	19	0	380	790	33	2	6	28	5.6	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Panera Bread	"Avocado, Egg White, Spinach & Cheese on Sprouted Grain Bagel Flat"	"Avocado, Egg White, Spinach & Cheese on Sprouted Grain Bagel Flat, Breakfast"	350	14	5	0	20	680	39	5	5	19	9.3	Low: dietary fiber	Sandwiches	Egg	
Salads	Panera Bread	BBQ Chicken Salad - Whole	"BBQ Chicken Salad - Whole, Salads"	490	23	3.5	0	80	1290	45	10	14	29	8.5	High: sodium	Salads	Chicken	
Soup	Panera Bread	Vegetarian Autumn Squash Soup - Group	"Vegetarian Autumn Squash Soup - Group, Soups"	760	38	17	0	120	2810	96	11	77	19	5.9	"High: calories, total fat, saturated fat, cholesterol, sodium, sugar"	Soup	Veggie	
Pizza	Panera Bread	Pepperoni Flatbread Pizza	"Pepperoni Flatbread Pizza, Bowls/Mac/Flatbread Pizzas"	1030	51	24	1	120	2530	94	3	7	45	3.8	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Pizza	Pork	
Pizza	Panera Bread	Chipotle Chicken & Bacon Flatbread Pizza	"Chipotle Chicken & Bacon Flatbread Pizza, Bowls/Mac/Flatbread Pizzas"	1020	49	18	1	120	2370	96	3	9	43	3.7	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Pizza	Chicken	
Pizza	Panera Bread	Margherita Flatbread Pizza	"Margherita Flatbread Pizza, Bowls/Mac/Flatbread Pizzas"	870	37	19	0.5	80	1790	96	4	9	35	5.2	"High: calories, total fat, saturated fat, sodium | Low: dietary fiber"	Pizza	Unknown	
Pizza	Panera Bread	Cheese Flatbread Pizza	"Cheese Flatbread Pizza, Bowls/Mac/Flatbread Pizzas"	910	40	19	1	100	2050	94	3	7	40	4.1	"High: calories, total fat, saturated fat, trans fat, sodium | Low: dietary fiber"	Pizza	Cheese	
Sandwiches	Panera Bread	Smokehouse BBQ Chicken on Classic White Miche -Whole	"Smokehouse BBQ Chicken on Classic White Miche -Whole, Sandwiches"	760	29	14	0.5	135	1640	81	3	18	45	4.4	"High: calories, total fat, saturated fat, cholesterol, sodium, sugar | Low: dietary fiber"	Sandwiches	Chicken	
Sandwiches	Panera Bread	Napa Almond Chicken Salad on Country Rustic Sourdough - Whole	"Napa Almond Chicken Salad on Country Rustic Sourdough - Whole, Sandwiches"	640	25	4	0	60	1040	78	5	12	25	7.6	High: sodium | Low: dietary fiber	Sandwiches	Chicken	
Soup	Panera Bread	Turkey Chili - Group	"Turkey Chili - Group, Soups"	700	24	11	1	80	1620	72	32	19	49	5.8	"High: calories, saturated fat, trans fat, sodium, sugar"	Soup	Turkey	
Sandwiches	Panera Bread	"Bacon, Scrambled Egg & Cheese on Artisan Ciabatta"	"Bacon, Scrambled Egg & Cheese on Artisan Ciabatta, Breakfast"	440	21	9	0	300	900	40	2	2	24	6.6	"High: saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Panera Bread	"Chipotle Chicken, Egg & Avocado on Artisan Ciabatta"	"Chipotle Chicken, Egg & Avocado on Artisan Ciabatta, Breakfast"	530	29	9	0.5	235	890	43	4	2	26	6	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Chicken	
Sandwiches	Panera Bread	"Chipotle Chicken, Scrambled Egg & Avocado on Artisan Ciabatta"	"Chipotle Chicken, Scrambled Egg & Avocado on Artisan Ciabatta, Breakfast"	550	30	10	0.5	315	910	44	4	2	27	5.8	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Chicken	
Sandwiches	Panera Bread	Egg & Cheese on Artisan Ciabatta	"Egg & Cheese on Artisan Ciabatta, Breakfast"	360	14	6	0	205	590	40	2	1	19	7.7	High: cholesterol | Low: dietary fiber	Sandwiches	Egg	
Sandwiches	Panera Bread	"Sausage, Egg & Cheese on Asiago Bagel"	"Sausage, Egg & Cheese on Asiago Bagel, Breakfast"	770	47	17	0	260	1210	60	2	5	29	5	"High: calories, total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Panera Bread	"Sausage, Egg & Cheese on Artisan Ciabatta"	"Sausage, Egg & Cheese on Artisan Ciabatta, Breakfast"	570	34	14	0	240	860	40	2	1	26	6	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Panera Bread	"Sausage, Scrambled Egg & Cheese on Artisan Ciabatta"	"Sausage, Scrambled Egg & Cheese on Artisan Ciabatta, Breakfast"	590	35	15	0	320	880	40	2	1	27	5.9	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Panera Bread	"Sausage, Scrambled Egg & Cheese on Asiago Bagel"	"Sausage, Scrambled Egg & Cheese on Asiago Bagel, Breakfast"	790	48	18	0	340	1230	61	2	5	30	5	"High: calories, total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Panera Bread	Scrambled Egg & Cheese on Artisan Ciabatta	"Scrambled Egg & Cheese on Artisan Ciabatta, Breakfast"	380	16	7	0	285	610	40	2	1	20	7.5	"High: saturated fat, cholesterol | Low: dietary fiber"	Sandwiches	Egg	
Pizza	Panera Bread	Sausage & Pepperoni Flatbread Pizza	"Sausage & Pepperoni Flatbread Pizza, Bowls/Mac/Flatbread Pizzas"	960	43	17	1	120	2650	94	3	7	44	3.9	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Pizza	Pork	
Sandwiches	Panera Bread	Kids Deli Turkey on White Whole Grain	"Kids Deli Turkey on White Whole Grain, Kids"	290	9	4.5	0	45	910	30	3	3	21	8.8	High: sodium | Low: dietary fiber	Sandwiches	Turkey	
Sandwiches	Panera Bread	Kids Grilled Cheese on White Whole Grain	"Kids Grilled Cheese on White Whole Grain, Kids"	230	8	4	0	20	620	29	3	3	11	8.9	"Low: dietary fiber, protein"	Sandwiches	Cheese	
Salads	Panera Bread	Asian Sesame with Chicken Salad - Half	"Asian Sesame with Chicken Salad - Half, Salads"	200	11	1.5	0	35	400	15	3	4	13	9.4	Low: dietary fiber	Salads	Chicken	
Salads	Panera Bread	BBQ Chicken Salad - Half	"BBQ Chicken Salad - Half, Salads"	250	12	2	0	40	640	23	5	7	14	9.4	Low: dietary fiber	Salads	Chicken	
Salads	Panera Bread	BBQ Salad - Half	"BBQ Salad - Half, Salads"	190	11	1.5	0	5	430	21	5	7	5	9	"Low: dietary fiber, protein"	Salads	Veggie	
Salads	Panera Bread	BBQ Salad - Whole	"BBQ Salad - Whole, Salads"	390	21	3	0	10	860	42	10	14	10	8.9	High: sodium | Low: protein	Salads	Veggie	
Salads	Panera Bread	Caesar Salad with Chicken - Whole	"Caesar Salad with Chicken - Whole, Salads"	440	27	7	0.5	115	1070	21	4	3	29	6.5	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Salads	Chicken	
Salads	Panera Bread	Citrus Asian Crunch Salad - Half	"Citrus Asian Crunch Salad - Half, Salads"	220	12	1.5	0	0	430	22	4	13	5	8.4	"Low: dietary fiber, protein"	Salads	Veggie	
Salads	Panera Bread	Citrus Asian Crunch Salad - Whole	"Citrus Asian Crunch Salad - Whole, Salads"	430	25	3	0	0	850	44	8	25	10	7.9	"High: sodium, sugar | Low: protein"	Salads	Veggie	
Salads	Panera Bread	Citrus Asian Crunch Salad with Chicken - Half	"Citrus Asian Crunch Salad with Chicken - Half, Salads"	300	16	2.5	0	50	660	23	4	13	18	8.8	Low: dietary fiber	Salads	Chicken	
Salads	Panera Bread	Citrus Asian Crunch Salad with Chicken - Whole	"Citrus Asian Crunch Salad with Chicken - Whole, Salads"	600	33	5	0	105	1310	46	8	26	36	6.7	"High: total fat, cholesterol, sodium, sugar"	Salads	Chicken	
Salads	Panera Bread	Green Goddess Cobb Salad with Chicken - Half	"Green Goddess Cobb Salad with Chicken - Half, Salads"	250	14	3	0	135	520	14	4	7	18	8.6	High: cholesterol | Low: dietary fiber	Salads	Chicken	
Sandwiches	Panera Bread	Avocado Sandwich - Half	"Avocado Sandwich - Half, Sandwiches"	210	5	0.5	0	0	330	37	4	2	7	9.7	"Low: dietary fiber, protein"	Sandwiches	Unknown	
Sandwiches	Panera Bread	Avocado Sandwich - Whole	"Avocado Sandwich - Whole, Sandwiches"	210	5	0.5	0	0	330	37	4	2	7	9.7	"Low: dietary fiber, protein"	Sandwiches	Unknown	
Sandwiches	Panera Bread	Bacon Turkey Bravo on Tomato Basil - Half	"Bacon Turkey Bravo on Tomato Basil - Half, Sandwiches"	500	20	7	0	65	1280	52	2	6	27	7.1	"High: saturated fat, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Panera Bread	Bacon Turkey Bravo on Tomato Basil - Whole	"Bacon Turkey Bravo on Tomato Basil - Whole, Sandwiches"	1000	41	15	1	135	2560	104	4	11	53	3.7	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Panera Bread	Chipotle Chicken Avocado Melt on Black Pepper Focaccia Round - Half	"Chipotle Chicken Avocado Melt on Black Pepper Focaccia Round - Half, Sandwiches"	470	25	7	0	65	1010	40	4	2	23	7.7	"High: saturated fat, sodium | Low: dietary fiber"	Sandwiches	Chicken	
Sandwiches	Panera Bread	Classic Grilled Cheese on Classic White Miche - Half	"Classic Grilled Cheese on Classic White Miche - Half, Sandwiches"	440	26	15	1	75	1190	34	1	5	19	5	"High: saturated fat, trans fat, sodium | Low: dietary fiber"	Sandwiches	Cheese	
Sandwiches	Panera Bread	Classic Grilled Cheese on Classic White Miche - Whole	"Classic Grilled Cheese on Classic White Miche - Whole, Sandwiches"	880	51	29	1.5	150	2370	68	2	9	37	3.4	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Cheese	
Sandwiches	Panera Bread	Deli Turkey on Country Rustic Sourdough - Whole	"Deli Turkey on Country Rustic Sourdough - Whole, Sandwiches"	600	19	3	0	55	1510	73	5	5	35	8.3	High: sodium | Low: dietary fiber	Sandwiches	Turkey	
Sandwiches	Panera Bread	Deli Turkey on Country Rustic Sourdough- Half	"Deli Turkey on Country Rustic Sourdough- Half, Sandwiches"	300	10	1.5	0	30	750	36	2	3	17	9.3	Low: dietary fiber	Sandwiches	Turkey	
Sandwiches	Panera Bread	Frontega Chicken Panini on Black Pepper Focaccia -Half	"Frontega Chicken Panini on Black Pepper Focaccia -Half, Sandwiches"	420	19	6	0	55	950	39	2	3	22	7.8	High: sodium | Low: dietary fiber	Sandwiches	Chicken	
Sandwiches	Panera Bread	Frontega Chicken Panini on Black Pepper Focaccia -Whole	"Frontega Chicken Panini on Black Pepper Focaccia -Whole, Sandwiches"	830	38	13	0	115	1890	79	4	6	43	5.7	"High: calories, total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Chicken	
Sandwiches	Panera Bread	Grilled Mac & Cheese on Classic White Miche - Half	"Grilled Mac & Cheese on Classic White Miche - Half, Sandwiches"	440	21	12	0.5	60	880	44	1	7	18	6.2	"High: saturated fat, sodium | Low: dietary fiber"	Sandwiches	Cheese	
Sandwiches	Panera Bread	Grilled Mac & Cheese on Classic White Miche - Whole	"Grilled Mac & Cheese on Classic White Miche - Whole, Sandwiches"	870	42	24	1.5	120	1760	88	2	14	36	3.4	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Cheese	
Sandwiches	Panera Bread	Mediterranean Veggie on Tomato Basil - Half	"Mediterranean Veggie on Tomato Basil - Half, Sandwiches"	320	7	2	0	10	830	54	4	6	11	9	"High: sodium | Low: dietary fiber, protein"	Sandwiches	Veggie	
Sandwiches	Panera Bread	Mediterranean Veggie on Tomato Basil - Whole	"Mediterranean Veggie on Tomato Basil - Whole, Sandwiches"	640	14	4	0	15	1660	108	7	11	23	8.7	High: sodium	Sandwiches	Veggie	
Sandwiches	Panera Bread	Napa Almond Chicken Salad on Country Rustic Sourdough - Half	"Napa Almond Chicken Salad on Country Rustic Sourdough - Half, Sandwiches"	320	13	2	0	30	520	39	2	6	13	8.7	Low: dietary fiber	Sandwiches	Chicken	
Sandwiches	Panera Bread	Roasted Turkey & Avocado BLT on Country Rustic Sourdough - Half	"Roasted Turkey & Avocado BLT on Country Rustic Sourdough - Half, Sandwiches"	470	27	5	0	50	880	37	4	3	22	8.2	"High: total fat, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Panera Bread	Roasted Turkey & Avocado BLT on Country Rustic Sourdough - Whole	"Roasted Turkey & Avocado BLT on Country Rustic Sourdough - Whole, Sandwiches"	940	53	10	0.5	100	1770	73	8	5	44	5.9	"High: calories, total fat, saturated fat, sodium"	Sandwiches	Pork	
Sandwiches	Panera Bread	Smokehouse BBQ Chicken on Classic White Miche -Half	"Smokehouse BBQ Chicken on Classic White Miche -Half, Sandwiches"	380	14	7	0	65	820	41	2	9	22	7.6	"High: saturated fat, sodium | Low: dietary fiber"	Sandwiches	Chicken	
Sandwiches	Panera Bread	Steak & White Cheddar Panini on Artisan Ciabatta -Half	"Steak & White Cheddar Panini on Artisan Ciabatta -Half, Sandwiches"	470	23	7	0	65	760	43	2	4	23	7.6	High: saturated fat | Low: dietary fiber	Sandwiches	Cheese	
Sandwiches	Panera Bread	Steak & White Cheddar Panini on Artisan Ciabatta -Whole	"Steak & White Cheddar Panini on Artisan Ciabatta -Whole, Sandwiches"	940	45	15	1	125	1510	87	4	7	47	4.1	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Cheese	
Sandwiches	Panera Bread	The Chef's Chicken Sandwich - The Signature Take on Brioche	"The Chef's Chicken Sandwich - The Signature Take on Brioche, Sandwiches"	570	29	10	0	180	920	37	2	5	40	5.9	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Chicken	
Sandwiches	Panera Bread	The Chef's Chicken Sandwich - The Spicy Take on Brioche	"The Chef's Chicken Sandwich - The Spicy Take on Brioche, Sandwiches"	580	30	8	0	170	1210	41	2	6	37	5.8	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Chicken	
Sandwiches	Panera Bread	Tuna Salad on Black Pepper Focaccia - Half	"Tuna Salad on Black Pepper Focaccia - Half, Sandwiches"	370	16	2.5	0	30	860	38	2	3	18	8.7	High: sodium | Low: dietary fiber	Sandwiches	Veggie	
Salads	Panera Bread	Tomato Basil Cucumber Salad	"Tomato Basil Cucumber Salad, Sides"	90	6	1	0	0	480	9	1	5	1	8.1	"Low: dietary fiber, protein"	Salads	Veggie	
Soup	Panera Bread	Bistro French Onion -  Bread Bowl	"Bistro French Onion -  Bread Bowl, Soups"	850	12	4	0	15	2230	151	6	12	35	8.3	"High: calories, sodium | Low: dietary fiber"	Soup	Unknown	
Soup	Panera Bread	Broccoli Cheddar - Bread Bowl	"Broccoli Cheddar - Bread Bowl, Soups"	900	20	11	0	35	2090	146	8	7	35	7.7	"High: calories, saturated fat, sodium"	Soup	Cheese	
Soup	Panera Bread	Cream of Chicken & Wild Rice - Bread Bowl	"Cream of Chicken & Wild Rice - Bread Bowl, Soups"	840	15	5	0	25	2090	148	8	5	33	8.7	"High: calories, sodium"	Soup	Chicken	
Soup	Panera Bread	Homestyle Chicken Noodle Soup - Bowl	"Homestyle Chicken Noodle Soup - Bowl, Soups"	100	1	0	0	25	1280	13	0	4	9	8.2	"High: sodium | Low: dietary fiber, protein"	Soup	Chicken	
Soup	Panera Bread	Homestyle Chicken Noodle Soup - Bread Bowl	"Homestyle Chicken Noodle Soup - Bread Bowl, Soups"	780	5	0.5	0	15	2100	148	5	5	35	9.2	"High: calories, sodium | Low: dietary fiber"	Soup	Chicken	
Soup	Panera Bread	Homestyle Chicken Noodle Soup - Cup	"Homestyle Chicken Noodle Soup - Cup, Soups"	60	0.5	0	0	15	860	8	0	3	6	8.4	"High: sodium | Low: dietary fiber, protein"	Soup	Chicken	
Soup	Panera Bread	Thai Chicken Soup - Bowl	"Thai Chicken Soup - Bowl, Soups"	230	14	11	0	20	1080	16	4	5	11	7.5	"High: saturated fat, sodium | Low: dietary fiber, protein"	Soup	Chicken	
Soup	Panera Bread	Thai Chicken Soup - Group	"Thai Chicken Soup - Group, Soups"	540	32	26	0	50	2530	37	8	11	25	7.4	"High: total fat, saturated fat, sodium"	Soup	Chicken	
Soup	Panera Bread	Thai Chicken Soup - Bread Bowl	"Thai Chicken Soup - Bread Bowl, Soups"	820	14	8	0	15	1880	141	7	5	34	8.3	"High: calories, saturated fat, sodium"	Soup	Chicken	
Soup	Panera Bread	Thai Style Chicken Soup - Cup	"Thai Style Chicken Soup - Cup, Soups"	160	9	8	0	15	720	11	2	3	7	7.6	"High: saturated fat | Low: dietary fiber, protein"	Soup	Chicken	
Soup	Panera Bread	Turkey Chili with Beans - Bread Bowl	"Turkey Chili with Beans - Bread Bowl, Soups"	870	11	3.5	0	25	1620	151	14	8	41	9.2	"High: calories, sodium"	Soup	Turkey	
Soup	Panera Bread	Ten Vegetable Soup - Bowl	"Ten Vegetable Soup - Bowl, Soups"	100	2	0	0	0	1090	15	4	6	5	8.7	"High: sodium | Low: dietary fiber, protein"	Soup	Veggie	
Soup	Panera Bread	Ten Vegetable Soup - Bread Bowl	"Ten Vegetable Soup - Bread Bowl, Soups"	730	6	0.5	0	0	1890	140	7	6	30	9.7	"High: calories, sodium"	Soup	Veggie	
Soup	Panera Bread	Ten Vegetable Soup - Cup	"Ten Vegetable Soup - Cup, Soups"	60	1	0	0	0	730	10	3	4	3	8.9	"Low: dietary fiber, protein"	Soup	Veggie	
Soup	Panera Bread	Vegetarian Autumn Squash Soup - Bowl	"Vegetarian Autumn Squash Soup - Bowl, Soups"	330	16	7	0	50	1210	41	5	33	8	6.2	"High: saturated fat, sodium, sugar | Low: dietary fiber, protein"	Soup	Veggie	
Soup	Panera Bread	Vegetarian Autumn Squash Soup - Bread Bowl	"Vegetarian Autumn Squash Soup - Bread Bowl, Soups"	880	15	5	0	35	1960	158	8	24	32	7.6	"High: calories, sodium, sugar"	Soup	Veggie	
Soup	Panera Bread	Vegetarian Creamy Tomato - Bread Bowl	"Vegetarian Creamy Tomato - Bread Bowl, Soups"	910	19	8	0	40	1910	154	5	13	31	6.9	"High: calories, saturated fat, sodium | Low: dietary fiber"	Soup	Veggie	
Soup	Panera Bread	Vegetarian Creamy Tomato - Bowl	"Vegetarian Creamy Tomato - Bowl, Soups"	350	21	11	0.5	60	1100	34	1	17	5	4.1	"High: saturated fat, sodium, sugar | Low: dietary fiber, protein"	Soup	Veggie	
Soup	Panera Bread	Vegetarian Creamy Tomato - Cup	"Vegetarian Creamy Tomato - Cup, Soups"	240	14	8	0	40	750	24	1	11	4	6.1	"High: saturated fat | Low: dietary fiber, protein"	Soup	Veggie	
Pizza	Pizza Hut	"Veggie Lover's, Medium Original Pan Slice"	"Veggie Lover's, Medium Original Pan Slice"	230	9	3	0	15	410	29	9	2	2	9.5	Low: protein	Pizza	Veggie	
Pizza	Pizza Hut	"Veggie Lover's, Large Original Pan Slice"	"Veggie Lover's, Large Original Pan Slice"	330	14	4.5	0	20	600	38	13	3	3	8.9	Low: protein	Pizza	Veggie	
Pizza	Pizza Hut	"Veggie Lover's, Personal Pan Pizza Slice"	"Veggie Lover's, Personal Pan Pizza Slice"	140	5	2	0	10	290	18	6	2	1	9.3	"Low: dietary fiber, protein"	Pizza	Veggie	
